x/H,y/H,z/H,<u/uH>,Uu,<v/uH>,Uv,<w/uH>,Uw,<urms/uH>,Uurms,<vrms/uH>,Uvrms,<wrms/uH>,Uwrms,<tke/uH>,Utke,buffer
0.125 ,0.000 ,1.000 ,0.547 ,0.036 ,-0.010 ,0.007 ,-0.079 ,0.008 ,0.0762 ,0.0101 ,0.0282 ,0.0044 ,0.0248 ,0.0029 ,0.0646 ,0.0057 ,0.0000 
0.125 ,0.000 ,1.050 ,0.802 ,0.052 ,-0.015 ,0.009 ,-0.104 ,0.011 ,0.1033 ,0.0135 ,0.0550 ,0.0076 ,0.0223 ,0.0027 ,0.0903 ,0.0079 ,0.0000 
0.125 ,0.000 ,1.125 ,0.966 ,0.063 ,-0.011 ,0.014 ,-0.119 ,0.014 ,0.0920 ,0.0121 ,0.0403 ,0.0058 ,0.0176 ,0.0023 ,0.0750 ,0.0068 ,0.0000 
0.125 ,0.000 ,1.250 ,1.089 ,0.071 ,-0.007 ,0.012 ,-0.096 ,0.014 ,0.0550 ,0.0073 ,0.0222 ,0.0036 ,0.0098 ,0.0015 ,0.0436 ,0.0041 ,0.0000 
0.125 ,0.000 ,1.500 ,1.128 ,0.073 ,-0.005 ,0.013 ,-0.019 ,0.013 ,0.0320 ,0.0045 ,0.0154 ,0.0029 ,0.0112 ,0.0017 ,0.0293 ,0.0028 ,0.0000 
0.250 ,0.000 ,0.005 ,-0.167 ,0.013 ,0.007 ,0.003 ,0.387 ,0.026 ,0.0173 ,0.0024 ,0.0404 ,0.0058 ,0.0018 ,0.0006 ,0.0298 ,0.0032 ,0.0000 
0.250 ,0.000 ,0.050 ,-0.164 ,0.011 ,0.007 ,0.003 ,0.059 ,0.005 ,0.0304 ,0.0041 ,0.0389 ,0.0056 ,0.0107 ,0.0020 ,0.0400 ,0.0036 ,0.0000 
0.250 ,0.000 ,0.125 ,-0.185 ,0.013 ,0.001 ,0.004 ,0.029 ,0.004 ,0.0231 ,0.0032 ,0.0355 ,0.0052 ,0.0177 ,0.0023 ,0.0381 ,0.0033 ,0.0000 
0.250 ,0.000 ,0.250 ,-0.196 ,0.013 ,0.001 ,0.003 ,0.028 ,0.003 ,0.0236 ,0.0032 ,0.0323 ,0.0048 ,0.0242 ,0.0028 ,0.0400 ,0.0032 ,0.0000 
0.250 ,0.000 ,0.500 ,-0.159 ,0.011 ,0.007 ,0.004 ,0.055 ,0.005 ,0.0241 ,0.0034 ,0.0298 ,0.0046 ,0.0259 ,0.0030 ,0.0399 ,0.0032 ,0.0000 
0.250 ,0.000 ,0.750 ,-0.086 ,0.006 ,0.006 ,0.002 ,0.058 ,0.004 ,0.0232 ,0.0032 ,0.0282 ,0.0044 ,0.0278 ,0.0032 ,0.0396 ,0.0031 ,0.0000 
0.250 ,0.000 ,0.875 ,0.015 ,0.003 ,-0.001 ,0.002 ,0.016 ,0.003 ,0.0272 ,0.0037 ,0.0272 ,0.0042 ,0.0332 ,0.0036 ,0.0438 ,0.0033 ,0.0000 
0.250 ,0.000 ,0.950 ,0.315 ,0.021 ,-0.015 ,0.005 ,-0.082 ,0.007 ,0.0442 ,0.0059 ,0.0333 ,0.0050 ,0.0419 ,0.0042 ,0.0597 ,0.0044 ,0.0000 
0.250 ,0.000 ,1.000 ,0.645 ,0.043 ,-0.011 ,0.009 ,-0.128 ,0.012 ,0.0885 ,0.0116 ,0.0425 ,0.0062 ,0.0290 ,0.0032 ,0.0800 ,0.0068 ,0.0000 
0.250 ,0.000 ,1.050 ,0.853 ,0.056 ,-0.009 ,0.010 ,-0.143 ,0.014 ,0.0912 ,0.0119 ,0.0495 ,0.0070 ,0.0214 ,0.0026 ,0.0811 ,0.0070 ,0.0000 
0.250 ,0.000 ,1.125 ,0.995 ,0.065 ,-0.011 ,0.012 ,-0.134 ,0.014 ,0.0795 ,0.0107 ,0.0374 ,0.0054 ,0.0158 ,0.0021 ,0.0664 ,0.0061 ,0.0000 
0.250 ,0.000 ,1.250 ,1.080 ,0.070 ,-0.009 ,0.012 ,-0.112 ,0.014 ,0.0514 ,0.0068 ,0.0234 ,0.0038 ,0.0106 ,0.0016 ,0.0427 ,0.0040 ,0.0000 
0.250 ,0.000 ,1.500 ,1.129 ,0.074 ,-0.003 ,0.013 ,-0.019 ,0.013 ,0.0325 ,0.0045 ,0.0156 ,0.0029 ,0.0102 ,0.0016 ,0.0292 ,0.0028 ,0.0000 
0.375 ,0.000 ,0.005 ,-0.143 ,0.010 ,0.001 ,0.005 ,0.020 ,0.002 ,0.0204 ,0.0029 ,0.0527 ,0.0073 ,0.0073 ,0.0013 ,0.0402 ,0.0040 ,0.0000 
0.375 ,0.000 ,0.050 ,-0.128 ,0.009 ,0.002 ,0.007 ,0.028 ,0.003 ,0.0282 ,0.0038 ,0.0512 ,0.0071 ,0.0149 ,0.0020 ,0.0471 ,0.0042 ,0.0000 
0.375 ,0.000 ,0.125 ,-0.135 ,0.011 ,-0.004 ,0.006 ,0.023 ,0.003 ,0.0265 ,0.0036 ,0.0477 ,0.0067 ,0.0240 ,0.0028 ,0.0491 ,0.0041 ,0.0000 
0.375 ,0.000 ,0.250 ,-0.149 ,0.011 ,-0.005 ,0.006 ,0.036 ,0.005 ,0.0268 ,0.0037 ,0.0423 ,0.0062 ,0.0307 ,0.0034 ,0.0499 ,0.0040 ,0.0000 
0.375 ,0.000 ,0.500 ,-0.121 ,0.008 ,-0.006 ,0.003 ,0.021 ,0.003 ,0.0282 ,0.0039 ,0.0420 ,0.0064 ,0.0347 ,0.0037 ,0.0524 ,0.0042 ,0.0000 
0.375 ,0.000 ,0.750 ,-0.028 ,0.005 ,0.001 ,0.004 ,0.011 ,0.003 ,0.0287 ,0.0040 ,0.0480 ,0.0067 ,0.0458 ,0.0045 ,0.0613 ,0.0045 ,0.0000 
0.375 ,0.000 ,0.875 ,0.144 ,0.010 ,-0.008 ,0.003 ,-0.061 ,0.006 ,0.0383 ,0.0052 ,0.0433 ,0.0063 ,0.0514 ,0.0049 ,0.0665 ,0.0047 ,0.0000 
0.375 ,0.000 ,0.950 ,0.461 ,0.031 ,-0.014 ,0.005 ,-0.134 ,0.010 ,0.0616 ,0.0082 ,0.0456 ,0.0065 ,0.0458 ,0.0045 ,0.0765 ,0.0057 ,0.0000 
0.375 ,0.000 ,1.000 ,0.710 ,0.047 ,-0.003 ,0.008 ,-0.154 ,0.013 ,0.0952 ,0.0125 ,0.0445 ,0.0063 ,0.0322 ,0.0035 ,0.0859 ,0.0072 ,0.0000 
0.375 ,0.000 ,1.050 ,0.882 ,0.057 ,-0.002 ,0.011 ,-0.158 ,0.014 ,0.0936 ,0.0124 ,0.0422 ,0.0060 ,0.0229 ,0.0028 ,0.0794 ,0.0070 ,0.0000 
0.375 ,0.000 ,1.125 ,0.980 ,0.064 ,-0.001 ,0.011 ,-0.146 ,0.015 ,0.0773 ,0.0104 ,0.0336 ,0.0050 ,0.0160 ,0.0022 ,0.0635 ,0.0059 ,0.0000 
0.375 ,0.000 ,1.250 ,1.070 ,0.070 ,0.004 ,0.012 ,-0.120 ,0.014 ,0.0507 ,0.0069 ,0.0240 ,0.0039 ,0.0106 ,0.0016 ,0.0426 ,0.0040 ,0.0000 
0.375 ,0.000 ,1.500 ,1.127 ,0.074 ,0.006 ,0.013 ,-0.020 ,0.013 ,0.0294 ,0.0041 ,0.0149 ,0.0027 ,0.0114 ,0.0017 ,0.0279 ,0.0026 ,0.0000 
0.500 ,0.000 ,0.005 ,-0.084 ,0.007 ,0.011 ,0.002 ,0.010 ,0.002 ,0.0156 ,0.0022 ,0.0468 ,0.0066 ,0.0066 ,0.0012 ,0.0345 ,0.0035 ,0.0000 
0.500 ,0.000 ,0.050 ,-0.053 ,0.004 ,0.009 ,0.005 ,0.016 ,0.002 ,0.0309 ,0.0042 ,0.0481 ,0.0068 ,0.0177 ,0.0023 ,0.0484 ,0.0041 ,0.0000 
0.500 ,0.000 ,0.125 ,-0.035 ,0.005 ,0.010 ,0.002 ,0.023 ,0.002 ,0.0283 ,0.0039 ,0.0513 ,0.0073 ,0.0262 ,0.0030 ,0.0529 ,0.0044 ,0.0000 
0.500 ,0.000 ,0.250 ,-0.048 ,0.005 ,0.005 ,0.004 ,0.029 ,0.003 ,0.0299 ,0.0041 ,0.0532 ,0.0075 ,0.0349 ,0.0037 ,0.0590 ,0.0047 ,0.0000 
0.500 ,0.000 ,0.500 ,-0.022 ,0.002 ,0.004 ,0.002 ,-0.018 ,0.005 ,0.0310 ,0.0042 ,0.0531 ,0.0074 ,0.0465 ,0.0046 ,0.0653 ,0.0048 ,0.0000 
0.500 ,0.000 ,0.750 ,0.095 ,0.008 ,0.004 ,0.004 ,-0.040 ,0.005 ,0.0357 ,0.0048 ,0.0561 ,0.0077 ,0.0505 ,0.0048 ,0.0711 ,0.0051 ,0.0000 
0.500 ,0.000 ,0.875 ,0.280 ,0.019 ,-0.003 ,0.006 ,-0.112 ,0.008 ,0.0473 ,0.0064 ,0.0601 ,0.0091 ,0.0577 ,0.0054 ,0.0826 ,0.0062 ,0.0000 
0.500 ,0.000 ,0.950 ,0.546 ,0.036 ,-0.006 ,0.008 ,-0.149 ,0.012 ,0.0708 ,0.0095 ,0.0507 ,0.0071 ,0.0447 ,0.0044 ,0.0831 ,0.0063 ,0.0000 
0.500 ,0.000 ,1.000 ,0.735 ,0.048 ,-0.004 ,0.008 ,-0.172 ,0.014 ,0.0991 ,0.0130 ,0.0441 ,0.0063 ,0.0328 ,0.0036 ,0.0880 ,0.0074 ,0.0000 
0.500 ,0.000 ,1.050 ,0.869 ,0.057 ,-0.004 ,0.011 ,-0.160 ,0.014 ,0.0873 ,0.0114 ,0.0396 ,0.0057 ,0.0224 ,0.0027 ,0.0747 ,0.0065 ,0.0000 
0.500 ,0.000 ,1.125 ,0.966 ,0.063 ,-0.003 ,0.011 ,-0.153 ,0.015 ,0.0718 ,0.0096 ,0.0337 ,0.0054 ,0.0166 ,0.0022 ,0.0611 ,0.0056 ,0.0000 
0.500 ,0.000 ,1.250 ,1.055 ,0.069 ,0.002 ,0.012 ,-0.116 ,0.014 ,0.0565 ,0.0079 ,0.0246 ,0.0040 ,0.0107 ,0.0016 ,0.0459 ,0.0045 ,0.0000 
0.500 ,0.000 ,1.500 ,1.116 ,0.072 ,0.005 ,0.012 ,-0.019 ,0.013 ,0.0281 ,0.0040 ,0.0166 ,0.0030 ,0.0107 ,0.0016 ,0.0277 ,0.0026 ,0.0000 
0.750 ,0.000 ,0.005 ,0.020 ,0.002 ,0.006 ,0.002 ,0.001 ,0.000 ,0.0156 ,0.0022 ,0.0426 ,0.0062 ,0.0036 ,0.0008 ,0.0309 ,0.0033 ,0.0000 
0.750 ,0.000 ,0.050 ,0.097 ,0.006 ,0.005 ,0.002 ,0.001 ,0.002 ,0.0392 ,0.0053 ,0.0461 ,0.0065 ,0.0167 ,0.0022 ,0.0510 ,0.0043 ,0.0000 
0.750 ,0.000 ,0.125 ,0.117 ,0.010 ,0.002 ,0.003 ,0.001 ,0.002 ,0.0414 ,0.0055 ,0.0523 ,0.0074 ,0.0249 ,0.0029 ,0.0593 ,0.0048 ,0.0000 
0.750 ,0.000 ,0.250 ,0.126 ,0.009 ,0.000 ,0.002 ,-0.001 ,0.004 ,0.0416 ,0.0056 ,0.0565 ,0.0077 ,0.0369 ,0.0039 ,0.0675 ,0.0052 ,0.0000 
0.750 ,0.000 ,0.500 ,0.194 ,0.013 ,0.000 ,0.004 ,-0.035 ,0.004 ,0.0464 ,0.0062 ,0.0687 ,0.0100 ,0.0477 ,0.0048 ,0.0814 ,0.0063 ,0.0000 
0.750 ,0.000 ,0.750 ,0.315 ,0.021 ,-0.001 ,0.005 ,-0.088 ,0.008 ,0.0514 ,0.0070 ,0.0679 ,0.0091 ,0.0601 ,0.0054 ,0.0897 ,0.0063 ,0.0000 
0.750 ,0.000 ,0.875 ,0.505 ,0.033 ,-0.001 ,0.006 ,-0.127 ,0.010 ,0.0702 ,0.0093 ,0.0594 ,0.0081 ,0.0511 ,0.0049 ,0.0903 ,0.0066 ,0.0000 
0.750 ,0.000 ,0.950 ,0.672 ,0.044 ,-0.009 ,0.009 ,-0.149 ,0.013 ,0.0923 ,0.0121 ,0.0490 ,0.0070 ,0.0380 ,0.0039 ,0.0896 ,0.0073 ,0.0000 
0.750 ,0.000 ,1.000 ,0.777 ,0.052 ,-0.001 ,0.010 ,-0.149 ,0.013 ,0.0863 ,0.0115 ,0.0417 ,0.0060 ,0.0300 ,0.0033 ,0.0790 ,0.0067 ,0.0000 
0.750 ,0.000 ,1.050 ,0.866 ,0.057 ,-0.002 ,0.010 ,-0.147 ,0.014 ,0.0789 ,0.0103 ,0.0380 ,0.0055 ,0.0248 ,0.0029 ,0.0708 ,0.0060 ,0.0000 
0.750 ,0.000 ,1.125 ,0.949 ,0.062 ,-0.001 ,0.011 ,-0.143 ,0.014 ,0.0629 ,0.0084 ,0.0307 ,0.0048 ,0.0168 ,0.0022 ,0.0552 ,0.0049 ,0.0000 
0.750 ,0.000 ,1.250 ,1.018 ,0.066 ,0.003 ,0.012 ,-0.120 ,0.014 ,0.0505 ,0.0069 ,0.0224 ,0.0039 ,0.0127 ,0.0018 ,0.0428 ,0.0041 ,0.0000 
0.750 ,0.000 ,1.500 ,1.105 ,0.071 ,0.004 ,0.013 ,-0.021 ,0.013 ,0.0415 ,0.0056 ,0.0157 ,0.0029 ,0.0109 ,0.0017 ,0.0340 ,0.0033 ,0.0000 
1.000 ,0.000 ,0.005 ,0.051 ,0.004 ,0.002 ,0.005 ,0.011 ,0.001 ,0.0040 ,0.0007 ,0.0347 ,0.0051 ,0.0011 ,0.0004 ,0.0199 ,0.0026 ,0.0000 
1.000 ,0.000 ,0.050 ,0.205 ,0.014 ,-0.002 ,0.008 ,-0.012 ,0.003 ,0.0334 ,0.0045 ,0.0399 ,0.0060 ,0.0162 ,0.0022 ,0.0447 ,0.0039 ,0.0000 
1.000 ,0.000 ,0.125 ,0.242 ,0.016 ,-0.004 ,0.005 ,-0.020 ,0.004 ,0.0377 ,0.0051 ,0.0481 ,0.0068 ,0.0237 ,0.0030 ,0.0547 ,0.0045 ,0.0000 
1.000 ,0.000 ,0.250 ,0.274 ,0.019 ,-0.008 ,0.005 ,-0.024 ,0.004 ,0.0420 ,0.0057 ,0.0550 ,0.0076 ,0.0358 ,0.0038 ,0.0664 ,0.0051 ,0.0000 
1.000 ,0.000 ,0.500 ,0.356 ,0.023 ,-0.008 ,0.005 ,-0.058 ,0.006 ,0.0410 ,0.0055 ,0.0639 ,0.0090 ,0.0456 ,0.0045 ,0.0752 ,0.0058 ,0.0000 
1.000 ,0.000 ,0.750 ,0.482 ,0.032 ,-0.003 ,0.006 ,-0.097 ,0.009 ,0.0566 ,0.0076 ,0.0598 ,0.0082 ,0.0520 ,0.0049 ,0.0842 ,0.0061 ,0.0000 
1.000 ,0.000 ,0.875 ,0.623 ,0.041 ,-0.006 ,0.007 ,-0.113 ,0.011 ,0.0689 ,0.0091 ,0.0502 ,0.0070 ,0.0398 ,0.0041 ,0.0794 ,0.0061 ,0.0000 
1.000 ,0.000 ,0.950 ,0.752 ,0.050 ,-0.003 ,0.009 ,-0.121 ,0.012 ,0.0760 ,0.0100 ,0.0409 ,0.0060 ,0.0340 ,0.0037 ,0.0754 ,0.0061 ,0.0000 
1.000 ,0.000 ,1.000 ,0.827 ,0.054 ,-0.005 ,0.009 ,-0.136 ,0.013 ,0.0781 ,0.0102 ,0.0402 ,0.0058 ,0.0284 ,0.0032 ,0.0733 ,0.0061 ,0.0000 
1.000 ,0.000 ,1.050 ,0.892 ,0.058 ,-0.004 ,0.010 ,-0.132 ,0.014 ,0.0750 ,0.0099 ,0.0357 ,0.0053 ,0.0231 ,0.0028 ,0.0669 ,0.0058 ,0.0000 
1.000 ,0.000 ,1.125 ,0.967 ,0.063 ,0.000 ,0.012 ,-0.127 ,0.014 ,0.0646 ,0.0085 ,0.0293 ,0.0045 ,0.0164 ,0.0022 ,0.0552 ,0.0049 ,0.0000 
1.000 ,0.000 ,1.250 ,1.012 ,0.066 ,0.001 ,0.011 ,-0.112 ,0.013 ,0.0539 ,0.0072 ,0.0222 ,0.0037 ,0.0126 ,0.0019 ,0.0444 ,0.0042 ,0.0000 
1.000 ,0.000 ,1.500 ,1.103 ,0.071 ,0.002 ,0.013 ,-0.020 ,0.013 ,0.0395 ,0.0054 ,0.0149 ,0.0027 ,0.0114 ,0.0017 ,0.0329 ,0.0031 ,0.0000 
1.250 ,0.000 ,0.005 ,0.059 ,0.006 ,-0.006 ,0.007 ,0.011 ,0.001 ,0.0040 ,0.0008 ,0.0346 ,0.0052 ,0.0011 ,0.0004 ,0.0199 ,0.0026 ,0.0000 
1.250 ,0.000 ,0.050 ,0.272 ,0.018 ,-0.005 ,0.004 ,-0.020 ,0.004 ,0.0306 ,0.0042 ,0.0343 ,0.0053 ,0.0137 ,0.0019 ,0.0393 ,0.0035 ,0.0000 
1.250 ,0.000 ,0.125 ,0.303 ,0.020 ,-0.007 ,0.008 ,-0.029 ,0.004 ,0.0301 ,0.0042 ,0.0355 ,0.0053 ,0.0202 ,0.0025 ,0.0429 ,0.0036 ,0.0000 
1.250 ,0.000 ,0.250 ,0.369 ,0.024 ,-0.006 ,0.008 ,-0.038 ,0.005 ,0.0366 ,0.0050 ,0.0488 ,0.0073 ,0.0282 ,0.0032 ,0.0568 ,0.0047 ,0.0000 
1.250 ,0.000 ,0.500 ,0.451 ,0.030 ,-0.007 ,0.006 ,-0.074 ,0.007 ,0.0423 ,0.0058 ,0.0551 ,0.0077 ,0.0376 ,0.0039 ,0.0675 ,0.0052 ,0.0000 
1.250 ,0.000 ,0.750 ,0.563 ,0.037 ,-0.004 ,0.007 ,-0.092 ,0.009 ,0.0521 ,0.0070 ,0.0463 ,0.0065 ,0.0383 ,0.0040 ,0.0683 ,0.0052 ,0.0000 
1.250 ,0.000 ,0.875 ,0.678 ,0.044 ,-0.005 ,0.010 ,-0.104 ,0.010 ,0.0639 ,0.0084 ,0.0418 ,0.0061 ,0.0339 ,0.0036 ,0.0698 ,0.0055 ,0.0000 
1.250 ,0.000 ,0.950 ,0.776 ,0.051 ,-0.002 ,0.009 ,-0.114 ,0.012 ,0.0643 ,0.0085 ,0.0390 ,0.0057 ,0.0294 ,0.0033 ,0.0663 ,0.0054 ,0.0000 
1.250 ,0.000 ,1.000 ,0.870 ,0.057 ,-0.003 ,0.011 ,-0.114 ,0.013 ,0.0722 ,0.0095 ,0.0358 ,0.0053 ,0.0259 ,0.0031 ,0.0669 ,0.0057 ,0.0000 
1.250 ,0.000 ,1.050 ,0.883 ,0.059 ,-0.002 ,0.011 ,-0.109 ,0.012 ,0.0658 ,0.0090 ,0.0307 ,0.0048 ,0.0210 ,0.0026 ,0.0587 ,0.0053 ,0.0000 
1.250 ,0.000 ,1.125 ,0.956 ,0.062 ,0.000 ,0.011 ,-0.114 ,0.013 ,0.0595 ,0.0079 ,0.0282 ,0.0044 ,0.0165 ,0.0022 ,0.0521 ,0.0046 ,0.0000 
1.250 ,0.000 ,1.250 ,1.005 ,0.065 ,0.000 ,0.011 ,-0.110 ,0.013 ,0.0456 ,0.0061 ,0.0217 ,0.0037 ,0.0121 ,0.0018 ,0.0397 ,0.0037 ,0.0000 
1.250 ,0.000 ,1.500 ,1.105 ,0.072 ,0.012 ,0.012 ,-0.020 ,0.013 ,0.0325 ,0.0045 ,0.0151 ,0.0028 ,0.0110 ,0.0017 ,0.0293 ,0.0028 ,0.0000 
-1.000 ,0.000 ,0.0625 ,0.251 ,0.017 ,0.008 ,0.004 ,-0.043 ,0.006 ,0.0324 ,0.0044 ,0.0048 ,0.0013 ,0.0048 ,0.0010 ,0.0210 ,0.0024 ,0.0000 
-1.000 ,0.125 ,0.0625 ,0.281 ,0.019 ,0.088 ,0.007 ,-0.044 ,0.006 ,0.0277 ,0.0038 ,0.0049 ,0.0013 ,0.0057 ,0.0011 ,0.0192 ,0.0021 ,0.0000 
-1.000 ,0.200 ,0.0625 ,0.309 ,0.020 ,0.109 ,0.008 ,-0.043 ,0.006 ,0.0270 ,0.0037 ,0.0060 ,0.0015 ,0.0052 ,0.0011 ,0.0191 ,0.0021 ,0.0000 
-1.000 ,0.250 ,0.0625 ,0.323 ,0.021 ,0.123 ,0.009 ,-0.046 ,0.006 ,0.0250 ,0.0035 ,0.0071 ,0.0016 ,0.0065 ,0.0012 ,0.0193 ,0.0020 ,0.0000 
-1.000 ,0.300 ,0.0625 ,0.358 ,0.024 ,0.150 ,0.011 ,-0.038 ,0.006 ,0.0249 ,0.0035 ,0.0083 ,0.0018 ,0.0066 ,0.0012 ,0.0199 ,0.0021 ,0.0000 
-1.000 ,0.375 ,0.0625 ,0.412 ,0.027 ,0.153 ,0.011 ,-0.022 ,0.006 ,0.0262 ,0.0036 ,0.0103 ,0.0021 ,0.0059 ,0.0012 ,0.0212 ,0.0022 ,0.0000 
-1.000 ,0.500 ,0.0625 ,0.482 ,0.032 ,0.171 ,0.013 ,0.020 ,0.007 ,0.0263 ,0.0036 ,0.0129 ,0.0025 ,0.0062 ,0.0012 ,0.0227 ,0.0023 ,0.0000 
-1.000 ,0.625 ,0.0625 ,0.505 ,0.033 ,0.180 ,0.013 ,0.016 ,0.007 ,0.0264 ,0.0037 ,0.0175 ,0.0031 ,0.0053 ,0.0012 ,0.0246 ,0.0025 ,0.0000 
-1.000 ,0.750 ,0.0625 ,0.533 ,0.035 ,0.180 ,0.013 ,0.011 ,0.007 ,0.0235 ,0.0033 ,0.0203 ,0.0034 ,0.0052 ,0.0012 ,0.0245 ,0.0024 ,0.0000 
-1.000 ,1.000 ,0.0625 ,0.570 ,0.037 ,0.117 ,0.010 ,0.009 ,0.008 ,0.0221 ,0.0031 ,0.0195 ,0.0033 ,0.0049 ,0.0012 ,0.0233 ,0.0023 ,0.0000 
-0.750 ,0.000 ,0.0625 ,-0.064 ,0.006 ,0.014 ,0.003 ,0.017 ,0.004 ,0.0544 ,0.0073 ,0.0056 ,0.0014 ,0.0284 ,0.0032 ,0.0442 ,0.0040 ,0.0000 
-0.750 ,0.125 ,0.0625 ,0.074 ,0.006 ,0.137 ,0.009 ,-0.009 ,0.004 ,0.0459 ,0.0062 ,0.0101 ,0.0021 ,0.0264 ,0.0030 ,0.0412 ,0.0036 ,0.0000 
-0.750 ,0.200 ,0.0625 ,0.166 ,0.011 ,0.164 ,0.011 ,-0.010 ,0.005 ,0.0465 ,0.0063 ,0.0159 ,0.0028 ,0.0281 ,0.0032 ,0.0452 ,0.0038 ,0.0000 
-0.750 ,0.250 ,0.0625 ,0.225 ,0.015 ,0.180 ,0.012 ,-0.009 ,0.005 ,0.0521 ,0.0070 ,0.0206 ,0.0035 ,0.0321 ,0.0035 ,0.0524 ,0.0043 ,0.0000 
-0.750 ,0.300 ,0.0625 ,0.302 ,0.020 ,0.216 ,0.015 ,-0.006 ,0.005 ,0.0609 ,0.0082 ,0.0232 ,0.0038 ,0.0398 ,0.0041 ,0.0620 ,0.0049 ,0.0000 
-0.750 ,0.375 ,0.0625 ,0.366 ,0.024 ,0.230 ,0.016 ,-0.002 ,0.006 ,0.0636 ,0.0085 ,0.0280 ,0.0044 ,0.0310 ,0.0035 ,0.0613 ,0.0051 ,0.0000 
