x/H,y/H,z/H,<u/uH>,Uu,<v/uH>,Uv,<w/uH>,Uw,<urms/uH>,Uurms,<vrms/uH>,Uvrms,<wrms/uH>,Uwrms,<tke/uH>,Utke,buffer
-0.750 ,0.500 ,0.0625 ,0.471 ,0.031 ,0.243 ,0.017 ,0.039 ,0.007 ,0.0421 ,0.0057 ,0.0294 ,0.0045 ,0.0186 ,0.0025 ,0.0450 ,0.0039 ,0.0000 
-0.750 ,0.625 ,0.0625 ,0.535 ,0.035 ,0.191 ,0.014 ,0.026 ,0.007 ,0.0281 ,0.0039 ,0.0312 ,0.0048 ,0.0102 ,0.0018 ,0.0347 ,0.0032 ,0.0000 
-0.750 ,0.750 ,0.0625 ,0.601 ,0.039 ,0.174 ,0.014 ,0.013 ,0.008 ,0.0238 ,0.0033 ,0.0294 ,0.0045 ,0.0070 ,0.0015 ,0.0301 ,0.0029 ,0.0000 
-0.750 ,1.000 ,0.0625 ,0.603 ,0.039 ,0.129 ,0.011 ,0.009 ,0.008 ,0.0206 ,0.0029 ,0.0243 ,0.0039 ,0.0056 ,0.0013 ,0.0253 ,0.0025 ,0.0000 
-0.625 ,0.000 ,0.0625 ,0.027 ,0.004 ,0.021 ,0.003 ,-0.113 ,0.008 ,0.0327 ,0.0045 ,0.0059 ,0.0015 ,0.0399 ,0.0040 ,0.0393 ,0.0031 ,0.0000 
-0.625 ,0.125 ,0.0625 ,0.106 ,0.008 ,0.175 ,0.012 ,-0.112 ,0.008 ,0.0354 ,0.0048 ,0.0116 ,0.0023 ,0.0462 ,0.0045 ,0.0466 ,0.0035 ,0.0000 
-0.625 ,0.200 ,0.0625 ,0.172 ,0.012 ,0.226 ,0.015 ,-0.098 ,0.008 ,0.0368 ,0.0050 ,0.0156 ,0.0028 ,0.0487 ,0.0047 ,0.0506 ,0.0037 ,0.0000 
-0.625 ,0.250 ,0.0625 ,0.256 ,0.017 ,0.309 ,0.021 ,-0.090 ,0.008 ,0.0478 ,0.0065 ,0.0216 ,0.0036 ,0.0536 ,0.0050 ,0.0615 ,0.0045 ,0.0000 
-0.625 ,0.300 ,0.0625 ,0.301 ,0.020 ,0.398 ,0.026 ,-0.082 ,0.008 ,0.0554 ,0.0074 ,0.0238 ,0.0039 ,0.0607 ,0.0055 ,0.0700 ,0.0050 ,0.0000 
-0.625 ,0.375 ,0.0625 ,0.415 ,0.027 ,0.391 ,0.026 ,-0.048 ,0.007 ,0.0489 ,0.0066 ,0.0299 ,0.0046 ,0.0504 ,0.0049 ,0.0646 ,0.0047 ,0.0000 
-0.625 ,0.500 ,0.0625 ,0.495 ,0.032 ,0.348 ,0.024 ,0.019 ,0.007 ,0.0432 ,0.0059 ,0.0313 ,0.0048 ,0.0332 ,0.0036 ,0.0539 ,0.0042 ,0.0000 
-0.625 ,0.625 ,0.0625 ,0.573 ,0.037 ,0.260 ,0.018 ,0.035 ,0.008 ,0.0348 ,0.0048 ,0.0365 ,0.0054 ,0.0153 ,0.0023 ,0.0433 ,0.0038 ,0.0000 
-0.625 ,0.750 ,0.0625 ,0.619 ,0.040 ,0.226 ,0.017 ,0.017 ,0.008 ,0.0277 ,0.0038 ,0.0338 ,0.0051 ,0.0092 ,0.0017 ,0.0354 ,0.0033 ,0.0000 
-0.625 ,1.000 ,0.0625 ,0.610 ,0.040 ,0.139 ,0.012 ,0.009 ,0.008 ,0.0202 ,0.0029 ,0.0280 ,0.0044 ,0.0056 ,0.0013 ,0.0269 ,0.0027 ,0.0000 
-0.550 ,0.000 ,0.0625 ,0.009 ,0.005 ,0.027 ,0.003 ,-0.268 ,0.018 ,0.0207 ,0.0029 ,0.0062 ,0.0015 ,0.0451 ,0.0044 ,0.0360 ,0.0028 ,0.0000 
-0.550 ,0.125 ,0.0625 ,0.110 ,0.009 ,0.268 ,0.018 ,-0.251 ,0.017 ,0.0292 ,0.0040 ,0.0126 ,0.0024 ,0.0480 ,0.0046 ,0.0449 ,0.0033 ,0.0000 
-0.550 ,0.200 ,0.0625 ,0.249 ,0.017 ,0.492 ,0.032 ,-0.217 ,0.015 ,0.0350 ,0.0048 ,0.0204 ,0.0034 ,0.0529 ,0.0050 ,0.0541 ,0.0039 ,0.0000 
-0.550 ,0.250 ,0.0625 ,0.327 ,0.022 ,0.563 ,0.037 ,-0.172 ,0.013 ,0.0490 ,0.0066 ,0.0283 ,0.0044 ,0.0597 ,0.0055 ,0.0685 ,0.0048 ,0.0000 
-0.550 ,0.300 ,0.0625 ,0.380 ,0.025 ,0.545 ,0.036 ,-0.132 ,0.011 ,0.0473 ,0.0064 ,0.0320 ,0.0048 ,0.0710 ,0.0062 ,0.0752 ,0.0051 ,0.0000 
-0.550 ,0.375 ,0.0625 ,0.452 ,0.030 ,0.499 ,0.033 ,-0.090 ,0.009 ,0.0424 ,0.0058 ,0.0345 ,0.0051 ,0.0580 ,0.0054 ,0.0674 ,0.0047 ,0.0000 
-0.550 ,0.500 ,0.0625 ,0.558 ,0.036 ,0.389 ,0.026 ,-0.015 ,0.008 ,0.0379 ,0.0052 ,0.0338 ,0.0051 ,0.0390 ,0.0041 ,0.0553 ,0.0041 ,0.0000 
-0.550 ,0.625 ,0.0625 ,0.624 ,0.041 ,0.329 ,0.023 ,0.022 ,0.008 ,0.0349 ,0.0048 ,0.0391 ,0.0057 ,0.0210 ,0.0028 ,0.0475 ,0.0040 ,0.0000 
-0.550 ,0.750 ,0.0625 ,0.613 ,0.040 ,0.266 ,0.019 ,0.017 ,0.008 ,0.0271 ,0.0038 ,0.0381 ,0.0056 ,0.0102 ,0.0019 ,0.0377 ,0.0035 ,0.0000 
-0.550 ,1.000 ,0.0625 ,0.621 ,0.040 ,0.158 ,0.013 ,0.011 ,0.008 ,0.0205 ,0.0029 ,0.0291 ,0.0045 ,0.0051 ,0.0013 ,0.0274 ,0.0027 ,0.0000 
-0.500 ,0.260 ,0.0625 ,0.485 ,0.033 ,0.700 ,0.046 ,-0.326 ,0.022 ,0.0311 ,0.0043 ,0.0415 ,0.0061 ,0.0262 ,0.0030 ,0.0494 ,0.0040 ,0.0000 
-0.500 ,0.300 ,0.0625 ,0.517 ,0.035 ,0.626 ,0.041 ,-0.418 ,0.028 ,0.0387 ,0.0052 ,0.0477 ,0.0068 ,0.0279 ,0.0031 ,0.0571 ,0.0046 ,0.0000 
-0.500 ,0.375 ,0.0625 ,0.568 ,0.037 ,0.482 ,0.032 ,-0.232 ,0.017 ,0.0373 ,0.0053 ,0.0455 ,0.0068 ,0.0307 ,0.0034 ,0.0568 ,0.0047 ,0.0000 
-0.500 ,0.500 ,0.0625 ,0.626 ,0.041 ,0.329 ,0.023 ,-0.039 ,0.009 ,0.0269 ,0.0037 ,0.0380 ,0.0056 ,0.0340 ,0.0038 ,0.0495 ,0.0038 ,0.0000 
-0.500 ,0.625 ,0.0625 ,0.637 ,0.042 ,0.284 ,0.021 ,0.026 ,0.008 ,0.0269 ,0.0037 ,0.0400 ,0.0059 ,0.0207 ,0.0026 ,0.0438 ,0.0037 ,0.0000 
-0.500 ,0.750 ,0.0625 ,0.638 ,0.041 ,0.238 ,0.018 ,0.018 ,0.007 ,0.0255 ,0.0035 ,0.0391 ,0.0058 ,0.0124 ,0.0018 ,0.0385 ,0.0035 ,0.0000 
-0.500 ,1.000 ,0.0625 ,0.642 ,0.042 ,0.172 ,0.015 ,0.012 ,0.007 ,0.0184 ,0.0026 ,0.0328 ,0.0051 ,0.0054 ,0.0010 ,0.0283 ,0.0029 ,0.0000 
-0.375 ,0.260 ,0.0625 ,-0.021 ,0.006 ,-0.031 ,0.002 ,-0.024 ,0.003 ,0.0845 ,0.0111 ,0.0146 ,0.0027 ,0.0188 ,0.0024 ,0.0590 ,0.0058 ,0.0000 
-0.375 ,0.300 ,0.0625 ,0.303 ,0.021 ,0.063 ,0.005 ,-0.142 ,0.010 ,0.1264 ,0.0164 ,0.0173 ,0.0030 ,0.0235 ,0.0028 ,0.0836 ,0.0085 ,0.0000 
-0.375 ,0.375 ,0.0625 ,0.815 ,0.053 ,0.202 ,0.016 ,-0.157 ,0.014 ,0.0895 ,0.0117 ,0.0241 ,0.0039 ,0.0253 ,0.0029 ,0.0695 ,0.0063 ,0.0000 
-0.375 ,0.500 ,0.0625 ,0.753 ,0.049 ,0.291 ,0.021 ,-0.082 ,0.010 ,0.0371 ,0.0053 ,0.0395 ,0.0057 ,0.0255 ,0.0030 ,0.0510 ,0.0042 ,0.0000 
-0.375 ,0.625 ,0.0625 ,0.684 ,0.044 ,0.265 ,0.020 ,0.006 ,0.008 ,0.0254 ,0.0036 ,0.0398 ,0.0058 ,0.0195 ,0.0025 ,0.0424 ,0.0036 ,0.0000 
-0.375 ,0.750 ,0.0625 ,0.688 ,0.045 ,0.233 ,0.017 ,0.015 ,0.008 ,0.0224 ,0.0031 ,0.0355 ,0.0052 ,0.0127 ,0.0018 ,0.0353 ,0.0032 ,0.0000 
-0.375 ,1.000 ,0.0625 ,0.673 ,0.044 ,0.167 ,0.015 ,0.015 ,0.008 ,0.0181 ,0.0026 ,0.0319 ,0.0049 ,0.0059 ,0.0011 ,0.0280 ,0.0028 ,0.0000 
-0.250 ,0.260 ,0.0625 ,0.181 ,0.013 ,-0.052 ,0.005 ,0.013 ,0.005 ,0.1001 ,0.0131 ,0.0143 ,0.0026 ,0.0190 ,0.0024 ,0.0667 ,0.0068 ,0.0000 
-0.250 ,0.300 ,0.0625 ,0.317 ,0.021 ,-0.037 ,0.005 ,-0.081 ,0.008 ,0.1028 ,0.0134 ,0.0240 ,0.0038 ,0.0201 ,0.0025 ,0.0734 ,0.0071 ,0.0000 
-0.250 ,0.375 ,0.0625 ,0.602 ,0.039 ,0.056 ,0.008 ,-0.068 ,0.008 ,0.0907 ,0.0120 ,0.0179 ,0.0031 ,0.0247 ,0.0029 ,0.0667 ,0.0064 ,0.0000 
-0.250 ,0.500 ,0.0625 ,0.789 ,0.051 ,0.189 ,0.016 ,-0.053 ,0.010 ,0.0492 ,0.0066 ,0.0246 ,0.0041 ,0.0205 ,0.0026 ,0.0471 ,0.0041 ,0.0000 
-0.250 ,0.625 ,0.0625 ,0.738 ,0.048 ,0.216 ,0.019 ,-0.014 ,0.009 ,0.0256 ,0.0035 ,0.0350 ,0.0060 ,0.0174 ,0.0023 ,0.0390 ,0.0037 ,0.0000 
-0.250 ,0.750 ,0.0625 ,0.721 ,0.047 ,0.216 ,0.017 ,0.016 ,0.008 ,0.0222 ,0.0033 ,0.0418 ,0.0061 ,0.0124 ,0.0018 ,0.0382 ,0.0036 ,0.0000 
-0.250 ,1.000 ,0.0625 ,0.688 ,0.044 ,0.166 ,0.015 ,0.015 ,0.008 ,0.0167 ,0.0024 ,0.0362 ,0.0055 ,0.0062 ,0.0011 ,0.0295 ,0.0030 ,0.0000 
-0.125 ,0.260 ,0.0625 ,0.238 ,0.019 ,-0.024 ,0.006 ,-0.005 ,0.003 ,0.1048 ,0.0140 ,0.0132 ,0.0026 ,0.0172 ,0.0024 ,0.0677 ,0.0072 ,0.0000 
-0.125 ,0.300 ,0.0625 ,0.409 ,0.029 ,-0.042 ,0.007 ,-0.054 ,0.006 ,0.1057 ,0.0141 ,0.0245 ,0.0040 ,0.0177 ,0.0024 ,0.0740 ,0.0074 ,0.0000 
-0.125 ,0.375 ,0.0625 ,0.591 ,0.040 ,0.022 ,0.008 ,-0.058 ,0.008 ,0.0923 ,0.0124 ,0.0213 ,0.0036 ,0.0215 ,0.0026 ,0.0675 ,0.0066 ,0.0000 
-0.125 ,0.500 ,0.0625 ,0.737 ,0.048 ,0.132 ,0.012 ,-0.030 ,0.008 ,0.0478 ,0.0065 ,0.0146 ,0.0027 ,0.0168 ,0.0022 ,0.0396 ,0.0037 ,0.0000 
-0.125 ,0.625 ,0.0625 ,0.742 ,0.048 ,0.183 ,0.015 ,-0.014 ,0.009 ,0.0255 ,0.0035 ,0.0319 ,0.0049 ,0.0145 ,0.0020 ,0.0359 ,0.0032 ,0.0000 
-0.125 ,0.750 ,0.0625 ,0.730 ,0.047 ,0.188 ,0.016 ,0.016 ,0.008 ,0.0200 ,0.0028 ,0.0389 ,0.0057 ,0.0109 ,0.0016 ,0.0349 ,0.0033 ,0.0000 
-0.125 ,1.000 ,0.0625 ,0.685 ,0.045 ,0.156 ,0.015 ,0.015 ,0.008 ,0.0169 ,0.0024 ,0.0385 ,0.0057 ,0.0059 ,0.0011 ,0.0306 ,0.0031 ,0.0000 
0.000 ,0.260 ,0.0625 ,0.313 ,0.022 ,0.001 ,0.004 ,-0.037 ,0.004 ,0.0918 ,0.0123 ,0.0198 ,0.0035 ,0.0149 ,0.0021 ,0.0633 ,0.0065 ,0.0000 
0.000 ,0.300 ,0.0625 ,0.402 ,0.027 ,-0.016 ,0.005 ,-0.064 ,0.006 ,0.1026 ,0.0136 ,0.0266 ,0.0043 ,0.0154 ,0.0021 ,0.0723 ,0.0072 ,0.0000 
0.000 ,0.375 ,0.0625 ,0.579 ,0.041 ,-0.038 ,0.007 ,-0.047 ,0.007 ,0.0804 ,0.0107 ,0.0234 ,0.0039 ,0.0184 ,0.0023 ,0.0611 ,0.0058 ,0.0000 
0.000 ,0.500 ,0.0625 ,0.741 ,0.048 ,0.088 ,0.011 ,-0.005 ,0.008 ,0.0476 ,0.0066 ,0.0161 ,0.0032 ,0.0159 ,0.0021 ,0.0398 ,0.0038 ,0.0000 
0.000 ,0.625 ,0.0625 ,0.747 ,0.048 ,0.142 ,0.013 ,0.005 ,0.009 ,0.0312 ,0.0043 ,0.0222 ,0.0038 ,0.0124 ,0.0018 ,0.0329 ,0.0030 ,0.0000 
0.000 ,0.750 ,0.0625 ,0.741 ,0.048 ,0.175 ,0.015 ,0.012 ,0.008 ,0.0227 ,0.0032 ,0.0333 ,0.0050 ,0.0103 ,0.0016 ,0.0331 ,0.0031 ,0.0000 
0.000 ,1.000 ,0.0625 ,0.724 ,0.047 ,0.154 ,0.013 ,0.017 ,0.008 ,0.0175 ,0.0026 ,0.0390 ,0.0058 ,0.0063 ,0.0012 ,0.0314 ,0.0032 ,0.0000 
0.050 ,0.000 ,0.0625 ,-0.117 ,0.008 ,0.003 ,0.003 ,0.037 ,0.003 ,0.0109 ,0.0015 ,0.0185 ,0.0033 ,0.0073 ,0.0014 ,0.0183 ,0.0020 ,0.0000 
0.050 ,0.125 ,0.0625 ,-0.078 ,0.006 ,0.028 ,0.004 ,0.032 ,0.003 ,0.0130 ,0.0019 ,0.0163 ,0.0030 ,0.0073 ,0.0013 ,0.0183 ,0.0019 ,0.0000 
0.050 ,0.200 ,0.0625 ,0.042 ,0.003 ,0.042 ,0.004 ,0.027 ,0.002 ,0.0131 ,0.0019 ,0.0156 ,0.0030 ,0.0073 ,0.0013 ,0.0180 ,0.0019 ,0.0000 
0.050 ,0.250 ,0.0625 ,0.133 ,0.019 ,-0.025 ,0.005 ,0.024 ,0.003 ,0.0363 ,0.0061 ,0.0188 ,0.0033 ,0.0110 ,0.0017 ,0.0331 ,0.0036 ,0.0000 
0.050 ,0.300 ,0.0625 ,0.450 ,0.031 ,-0.025 ,0.007 ,0.021 ,0.006 ,0.1066 ,0.0145 ,0.0238 ,0.0041 ,0.0139 ,0.0019 ,0.0722 ,0.0076 ,0.0000 
0.050 ,0.375 ,0.0625 ,0.603 ,0.040 ,-0.019 ,0.007 ,0.014 ,0.007 ,0.0760 ,0.0101 ,0.0214 ,0.0037 ,0.0171 ,0.0023 ,0.0573 ,0.0055 ,0.0000 
0.050 ,0.500 ,0.0625 ,0.720 ,0.047 ,0.069 ,0.010 ,0.003 ,0.008 ,0.0421 ,0.0059 ,0.0154 ,0.0029 ,0.0135 ,0.0019 ,0.0355 ,0.0034 ,0.0000 
0.050 ,0.625 ,0.0625 ,0.745 ,0.048 ,0.171 ,0.015 ,0.005 ,0.008 ,0.0305 ,0.0044 ,0.0196 ,0.0036 ,0.0107 ,0.0016 ,0.0305 ,0.0029 ,0.0000 
0.050 ,0.750 ,0.0625 ,0.751 ,0.049 ,0.205 ,0.016 ,0.009 ,0.008 ,0.0249 ,0.0035 ,0.0321 ,0.0049 ,0.0080 ,0.0014 ,0.0325 ,0.0031 ,0.0000 
0.050 ,1.000 ,0.0625 ,0.711 ,0.046 ,0.139 ,0.015 ,0.017 ,0.008 ,0.0161 ,0.0023 ,0.0359 ,0.0054 ,0.0055 ,0.0011 ,0.0287 ,0.0030 ,0.0000 
0.125 ,0.000 ,0.0625 ,-0.180 ,0.012 ,0.027 ,0.004 ,0.032 ,0.004 ,0.0173 ,0.0024 ,0.0236 ,0.0039 ,0.0084 ,0.0014 ,0.0247 ,0.0024 ,0.0000 
0.125 ,0.125 ,0.0625 ,-0.115 ,0.008 ,0.033 ,0.005 ,0.024 ,0.002 ,0.0180 ,0.0026 ,0.0277 ,0.0043 ,0.0088 ,0.0014 ,0.0272 ,0.0026 ,0.0000 
0.125 ,0.200 ,0.0625 ,0.064 ,0.007 ,0.028 ,0.002 ,0.008 ,0.003 ,0.0305 ,0.0045 ,0.0300 ,0.0046 ,0.0089 ,0.0015 ,0.0347 ,0.0033 ,0.0000 
0.125 ,0.250 ,0.0625 ,0.187 ,0.013 ,-0.058 ,0.006 ,-0.007 ,0.002 ,0.0820 ,0.0108 ,0.0316 ,0.0049 ,0.0111 ,0.0017 ,0.0624 ,0.0060 ,0.0000 
0.125 ,0.300 ,0.0625 ,0.445 ,0.029 ,-0.049 ,0.007 ,-0.023 ,0.005 ,0.0803 ,0.0107 ,0.0318 ,0.0049 ,0.0136 ,0.0019 ,0.0628 ,0.0060 ,0.0000 
0.125 ,0.375 ,0.0625 ,0.606 ,0.040 ,-0.037 ,0.008 ,-0.040 ,0.008 ,0.0694 ,0.0091 ,0.0265 ,0.0043 ,0.0144 ,0.0020 ,0.0551 ,0.0052 ,0.0000 
0.125 ,0.500 ,0.0625 ,0.690 ,0.045 ,0.054 ,0.009 ,-0.027 ,0.008 ,0.0379 ,0.0052 ,0.0170 ,0.0030 ,0.0132 ,0.0019 ,0.0341 ,0.0031 ,0.0000 
0.125 ,0.625 ,0.0625 ,0.731 ,0.047 ,0.125 ,0.013 ,-0.007 ,0.009 ,0.0293 ,0.0040 ,0.0191 ,0.0033 ,0.0102 ,0.0016 ,0.0294 ,0.0027 ,0.0000 
0.125 ,0.750 ,0.0625 ,0.744 ,0.048 ,0.186 ,0.015 ,0.007 ,0.008 ,0.0240 ,0.0033 ,0.0271 ,0.0047 ,0.0082 ,0.0014 ,0.0297 ,0.0029 ,0.0000 
0.125 ,1.000 ,0.0625 ,0.701 ,0.046 ,0.137 ,0.013 ,0.018 ,0.008 ,0.0175 ,0.0027 ,0.0332 ,0.0050 ,0.0053 ,0.0010 ,0.0280 ,0.0029 ,0.0000 
0.250 ,0.000 ,0.0625 ,-0.165 ,0.011 ,-0.009 ,0.005 ,0.032 ,0.004 ,0.0237 ,0.0032 ,0.0397 ,0.0057 ,0.0121 ,0.0018 ,0.0377 ,0.0034 ,0.0000 
0.250 ,0.125 ,0.0625 ,-0.078 ,0.010 ,-0.056 ,0.010 ,0.021 ,0.002 ,0.0371 ,0.0050 ,0.0387 ,0.0056 ,0.0123 ,0.0018 ,0.0441 ,0.0039 ,0.0000 
0.250 ,0.200 ,0.0625 ,0.110 ,0.013 ,-0.065 ,0.010 ,0.004 ,0.002 ,0.0655 ,0.0094 ,0.0360 ,0.0054 ,0.0132 ,0.0019 ,0.0574 ,0.0055 ,0.0000 
0.250 ,0.250 ,0.0625 ,0.290 ,0.031 ,-0.060 ,0.006 ,-0.013 ,0.004 ,0.0959 ,0.0128 ,0.0299 ,0.0049 ,0.0133 ,0.0019 ,0.0696 ,0.0069 ,0.0000 
0.250 ,0.300 ,0.0625 ,0.430 ,0.030 ,-0.050 ,0.007 ,-0.026 ,0.005 ,0.0832 ,0.0111 ,0.0261 ,0.0043 ,0.0125 ,0.0018 ,0.0609 ,0.0060 ,0.0000 
0.250 ,0.375 ,0.0625 ,0.567 ,0.037 ,-0.043 ,0.008 ,-0.030 ,0.007 ,0.0704 ,0.0094 ,0.0235 ,0.0038 ,0.0136 ,0.0019 ,0.0538 ,0.0052 ,0.0000 
0.250 ,0.500 ,0.0625 ,0.685 ,0.044 ,0.017 ,0.009 ,-0.022 ,0.008 ,0.0440 ,0.0059 ,0.0167 ,0.0030 ,0.0122 ,0.0018 ,0.0365 ,0.0034 ,0.0000 
0.250 ,0.625 ,0.0625 ,0.710 ,0.046 ,0.079 ,0.010 ,-0.005 ,0.008 ,0.0321 ,0.0047 ,0.0170 ,0.0031 ,0.0090 ,0.0015 ,0.0290 ,0.0029 ,0.0000 
0.250 ,0.750 ,0.0625 ,0.732 ,0.048 ,0.118 ,0.012 ,0.005 ,0.008 ,0.0242 ,0.0034 ,0.0230 ,0.0038 ,0.0074 ,0.0013 ,0.0273 ,0.0026 ,0.0000 
0.250 ,1.000 ,0.0625 ,0.709 ,0.046 ,0.139 ,0.014 ,0.016 ,0.008 ,0.0190 ,0.0026 ,0.0326 ,0.0051 ,0.0051 ,0.0010 ,0.0284 ,0.0029 ,0.0000 
0.375 ,0.000 ,0.0625 ,-0.127 ,0.009 ,-0.005 ,0.005 ,0.027 ,0.003 ,0.0247 ,0.0034 ,0.0492 ,0.0068 ,0.0134 ,0.0019 ,0.0437 ,0.0039 ,0.0000 
0.375 ,0.125 ,0.0625 ,-0.037 ,0.005 ,-0.093 ,0.007 ,0.013 ,0.001 ,0.0476 ,0.0064 ,0.0566 ,0.0078 ,0.0136 ,0.0019 ,0.0589 ,0.0051 ,0.0000 
0.375 ,0.200 ,0.0625 ,0.136 ,0.013 ,-0.098 ,0.007 ,-0.004 ,0.002 ,0.0715 ,0.0094 ,0.0469 ,0.0066 ,0.0133 ,0.0019 ,0.0658 ,0.0058 ,0.0000 
0.375 ,0.250 ,0.0625 ,0.240 ,0.021 ,-0.088 ,0.007 ,-0.020 ,0.004 ,0.0928 ,0.0124 ,0.0415 ,0.0060 ,0.0128 ,0.0018 ,0.0736 ,0.0070 ,0.0000 
0.375 ,0.300 ,0.0625 ,0.400 ,0.026 ,-0.075 ,0.007 ,-0.028 ,0.005 ,0.0711 ,0.0096 ,0.0341 ,0.0051 ,0.0134 ,0.0019 ,0.0593 ,0.0055 ,0.0000 
0.375 ,0.375 ,0.0625 ,0.542 ,0.035 ,-0.070 ,0.008 ,-0.032 ,0.006 ,0.0693 ,0.0095 ,0.0226 ,0.0038 ,0.0116 ,0.0017 ,0.0517 ,0.0052 ,0.0000 
0.375 ,0.500 ,0.0625 ,0.643 ,0.042 ,-0.011 ,0.008 ,-0.024 ,0.007 ,0.0430 ,0.0060 ,0.0177 ,0.0032 ,0.0102 ,0.0016 ,0.0355 ,0.0035 ,0.0000 
0.375 ,0.625 ,0.0625 ,0.703 ,0.046 ,0.052 ,0.009 ,-0.007 ,0.008 ,0.0329 ,0.0045 ,0.0180 ,0.0032 ,0.0085 ,0.0014 ,0.0297 ,0.0028 ,0.0000 
0.375 ,0.750 ,0.0625 ,0.719 ,0.047 ,0.106 ,0.011 ,0.006 ,0.008 ,0.0266 ,0.0037 ,0.0212 ,0.0037 ,0.0069 ,0.0012 ,0.0273 ,0.0027 ,0.0000 
0.375 ,1.000 ,0.0625 ,0.717 ,0.046 ,0.122 ,0.013 ,0.020 ,0.008 ,0.0193 ,0.0027 ,0.0312 ,0.0053 ,0.0047 ,0.0010 ,0.0276 ,0.0030 ,0.0000 
