x(mm),y(mm),z(mm),x/H,y/H,z/H,<c>(ppm),<c>/Co,σC(ppm),σC/Co
-110,-125,12.5,-0.5500,-0.6250,0.0625,0.159,0.004,5.340,0.118
-110,-100,12.5,-0.5500,-0.5000,0.0625,0.164,0.004,5.310,0.118
-110,-75,12.5,-0.5500,-0.3750,0.0625,0.262,0.006,5.431,0.120
-110,-60,12.5,-0.5500,-0.3000,0.0625,0.273,0.006,5.296,0.117
-110,-50,12.5,-0.5500,-0.2500,0.0625,0.041,0.001,5.355,0.119
-110,-40,12.5,-0.5500,-0.2000,0.0625,0.038,0.001,5.345,0.118
-110,-25,12.5,-0.5500,-0.1250,0.0625,0.136,0.003,5.439,0.120
-110,0,12.5,-0.5500,0.0000,0.0625,0.244,0.005,5.104,0.113
-110,25,12.5,-0.5500,0.1250,0.0625,0.261,0.006,5.142,0.114
-110,40,12.5,-0.5500,0.2000,0.0625,0.068,0.002,5.055,0.112
-110,50,12.5,-0.5500,0.2500,0.0625,0.148,0.003,5.079,0.112
-110,60,12.5,-0.5500,0.3000,0.0625,0.298,0.007,5.114,0.113
-110,75,12.5,-0.5500,0.3750,0.0625,0.059,0.001,5.112,0.113
-110,100,12.5,-0.5500,0.5000,0.0625,-0.069,-0.002,5.044,0.112
-110,125,12.5,-0.5500,0.6250,0.0625,-0.014,0.000,5.294,0.117
-110,150,12.5,-0.5500,0.7500,0.0625,-0.041,-0.001,5.248,0.116
-110,200,12.5,-0.5500,1.0000,0.0625,0.083,0.002,5.141,0.114
-100,-200,12.5,-0.5000,-1.0000,0.0625,-0.003,0.000,5.585,0.124
-100,-150,12.5,-0.5000,-0.7500,0.0625,0.142,0.003,5.400,0.120
-100,-125,12.5,-0.5000,-0.6250,0.0625,0.228,0.005,5.368,0.119
-100,-100,12.5,-0.5000,-0.5000,0.0625,0.101,0.002,5.408,0.120
-100,-75,12.5,-0.5000,-0.3750,0.0625,0.166,0.004,5.524,0.122
-100,-60,12.5,-0.5000,-0.3000,0.0625,0.213,0.005,5.960,0.132
-100,60,12.5,-0.5000,0.3000,0.0625,0.248,0.005,5.325,0.118
-100,75,12.5,-0.5000,0.3750,0.0625,0.046,0.001,5.165,0.114
-100,100,12.5,-0.5000,0.5000,0.0625,-0.044,-0.001,5.155,0.114
-100,125,12.5,-0.5000,0.6250,0.0625,0.213,0.005,5.122,0.113
-100,150,12.5,-0.5000,0.7500,0.0625,0.076,0.002,5.120,0.113
-100,200,12.5,-0.5000,1.0000,0.0625,0.007,0.000,5.231,0.116
-75,-200,12.5,-0.3750,-1.0000,0.0625,-0.007,0.000,5.499,0.122
-75,-150,12.5,-0.3750,-0.7500,0.0625,0.014,0.000,5.461,0.121
-75,-125,12.5,-0.3750,-0.6250,0.0625,0.028,0.001,5.813,0.129
-75,-100,12.5,-0.3750,-0.5000,0.0625,1.178,0.026,9.755,0.216
-75,-75,12.5,-0.3750,-0.3750,0.0625,50.365,1.115,80.308,1.778
-75,-60,12.5,-0.3750,-0.3000,0.0625,134.323,2.973,157.488,3.486
-75,60,12.5,-0.3750,0.3000,0.0625,52.390,1.160,88.737,1.964
-75,75,12.5,-0.3750,0.3750,0.0625,21.847,0.484,41.271,0.914
-75,100,12.5,-0.3750,0.5000,0.0625,0.165,0.004,5.279,0.117
-75,125,12.5,-0.3750,0.6250,0.0625,-0.018,0.000,5.157,0.114
-75,150,12.5,-0.3750,0.7500,0.0625,0.042,0.001,5.219,0.116
-75,200,12.5,-0.3750,1.0000,0.0625,-0.010,0.000,5.123,0.113
-50,-200,12.5,-0.2500,-1.0000,0.0625,-0.047,-0.001,5.358,0.119
-50,-150,12.5,-0.2500,-0.7500,0.0625,0.060,0.001,5.829,0.129
-50,-125,12.5,-0.2500,-0.6250,0.0625,1.630,0.036,14.390,0.319
-50,-100,12.5,-0.2500,-0.5000,0.0625,16.641,0.368,52.707,1.167
-50,-75,12.5,-0.2500,-0.3750,0.0625,99.804,2.209,136.834,3.029
-50,-60,12.5,-0.2500,-0.3000,0.0625,162.763,3.603,212.464,4.703
-50,60,12.5,-0.2500,0.3000,0.0625,83.677,1.852,155.575,3.444
-50,75,12.5,-0.2500,0.3750,0.0625,59.763,1.323,102.835,2.276
-50,100,12.5,-0.2500,0.5000,0.0625,7.826,0.173,38.212,0.846
-50,125,12.5,-0.2500,0.6250,0.0625,0.222,0.005,5.674,0.126
-50,150,12.5,-0.2500,0.7500,0.0625,0.111,0.002,6.395,0.142
-50,200,12.5,-0.2500,1.0000,0.0625,0.106,0.002,5.217,0.115
-25,-200,12.5,-0.1250,-1.0000,0.0625,-0.010,0.000,5.662,0.125
-25,-150,12.5,-0.1250,-0.7500,0.0625,1.713,0.038,11.883,0.263
-25,-125,12.5,-0.1250,-0.6250,0.0625,6.924,0.153,25.841,0.572
-25,-100,12.5,-0.1250,-0.5000,0.0625,44.619,0.988,100.139,2.217
-25,-75,12.5,-0.1250,-0.3750,0.0625,122.497,2.711,185.434,4.105
-25,-60,12.5,-0.1250,-0.3000,0.0625,204.622,4.529,287.642,6.367
-25,60,12.5,-0.1250,0.3000,0.0625,86.095,1.906,160.648,3.556
-25,75,12.5,-0.1250,0.3750,0.0625,58.284,1.290,109.708,2.428
-25,100,12.5,-0.1250,0.5000,0.0625,26.021,0.576,68.672,1.520
-25,125,12.5,-0.1250,0.6250,0.0625,3.506,0.078,20.007,0.443
-25,150,12.5,-0.1250,0.7500,0.0625,0.162,0.004,6.137,0.136
-25,200,12.5,-0.1250,1.0000,0.0625,-0.031,-0.001,5.391,0.119
0,-200,12.5,0.0000,-1.0000,0.0625,0.336,0.007,5.676,0.126
0,-150,12.5,0.0000,-0.7500,0.0625,5.138,0.114,20.972,0.464
0,-125,12.5,0.0000,-0.6250,0.0625,17.501,0.387,53.476,1.184
0,-100,12.5,0.0000,-0.5000,0.0625,63.803,1.412,117.839,2.608
0,-75,12.5,0.0000,-0.3750,0.0625,214.772,4.754,309.595,6.853
0,-60,12.5,0.0000,-0.3000,0.0625,409.132,9.056,481.284,10.653
0,60,12.5,0.0000,0.3000,0.0625,217.473,4.814,374.723,8.294
0,75,12.5,0.0000,0.3750,0.0625,146.589,3.245,256.449,5.677
0,100,12.5,0.0000,0.5000,0.0625,30.337,0.672,70.370,1.558
0,125,12.5,0.0000,0.6250,0.0625,8.467,0.187,28.442,0.630
0,150,12.5,0.0000,0.7500,0.0625,1.401,0.031,13.130,0.291
0,200,12.5,0.0000,1.0000,0.0625,-0.061,-0.001,5.371,0.119
10,-200,12.5,0.0500,-1.0000,0.0625,0.909,0.020,9.677,0.214
10,-150,12.5,0.0500,-0.7500,0.0625,6.434,0.142,23.823,0.527
10,-125,12.5,0.0500,-0.6250,0.0625,27.528,0.609,70.638,1.564
10,-100,12.5,0.0500,-0.5000,0.0625,82.093,1.817,146.521,3.243
10,-75,12.5,0.0500,-0.3750,0.0625,237.760,5.263,332.361,7.357
10,-60,12.5,0.0500,-0.3000,0.0625,503.949,11.155,535.933,11.863
10,-50,12.5,0.0500,-0.2500,0.0625,1423.446,31.508,656.836,14.539
10,-40,12.5,0.0500,-0.2000,0.0625,1852.962,41.015,703.449,15.571
10,-25,12.5,0.0500,-0.1250,0.0625,2007.229,44.430,775.042,17.156
10,0,12.5,0.0500,0.0000,0.0625,2104.234,46.577,740.636,16.394
10,25,12.5,0.0500,0.1250,0.0625,1967.606,43.553,708.051,15.673
10,40,12.5,0.0500,0.2000,0.0625,1849.891,40.947,657.469,14.553
10,50,12.5,0.0500,0.2500,0.0625,1034.499,22.899,606.143,13.417
10,60,12.5,0.0500,0.3000,0.0625,301.002,6.663,419.201,9.279
10,75,12.5,0.0500,0.3750,0.0625,148.985,3.298,264.625,5.857
10,100,12.5,0.0500,0.5000,0.0625,48.872,1.082,118.865,2.631
10,125,12.5,0.0500,0.6250,0.0625,20.649,0.457,75.522,1.672
10,150,12.5,0.0500,0.7500,0.0625,3.446,0.076,20.708,0.458
10,200,12.5,0.0500,1.0000,0.0625,0.055,0.001,5.228,0.116
25,-200,12.5,0.1250,-1.0000,0.0625,0.493,0.011,7.370,0.163
25,-150,12.5,0.1250,-0.7500,0.0625,8.619,0.191,37.011,0.819
25,-125,12.5,0.1250,-0.6250,0.0625,38.401,0.850,82.822,1.833
25,-100,12.5,0.1250,-0.5000,0.0625,108.115,2.393,166.882,3.694
25,-75,12.5,0.1250,-0.3750,0.0625,268.885,5.952,353.397,7.822
25,-60,12.5,0.1250,-0.3000,0.0625,502.061,11.113,497.996,11.023
25,-50,12.5,0.1250,-0.2500,0.0625,1134.150,25.104,673.983,14.919
25,-40,12.5,0.1250,-0.2000,0.0625,1416.894,31.363,734.699,16.263
25,-25,12.5,0.1250,-0.1250,0.0625,1770.511,39.190,805.735,17.835
25,0,12.5,0.1250,0.0000,0.0625,2196.858,48.628,862.391,19.089
25,25,12.5,0.1250,0.1250,0.0625,1903.958,42.144,796.465,17.630
25,40,12.5,0.1250,0.2000,0.0625,1579.669,34.966,729.331,16.144
25,50,12.5,0.1250,0.2500,0.0625,1000.203,22.140,602.368,13.333
25,60,12.5,0.1250,0.3000,0.0625,365.793,8.097,439.626,9.731
25,75,12.5,0.1250,0.3750,0.0625,166.025,3.675,287.363,6.361
25,100,12.5,0.1250,0.5000,0.0625,59.287,1.312,127.512,2.822
25,125,12.5,0.1250,0.6250,0.0625,20.631,0.457,56.310,1.246
25,150,12.5,0.1250,0.7500,0.0625,4.125,0.091,19.661,0.435
25,200,12.5,0.1250,1.0000,0.0625,0.272,0.006,6.912,0.153
50,-200,12.5,0.2500,-1.0000,0.0625,1.986,0.044,12.179,0.270
50,-150,12.5,0.2500,-0.7500,0.0625,20.309,0.450,50.117,1.109
50,-125,12.5,0.2500,-0.6250,0.0625,45.632,1.010,99.784,2.209
50,-100,12.5,0.2500,-0.5000,0.0625,96.245,2.130,148.166,3.280
50,-75,12.5,0.2500,-0.3750,0.0625,258.359,5.719,293.719,6.501
50,-60,12.5,0.2500,-0.3000,0.0625,487.130,10.783,439.360,9.725
50,-50,12.5,0.2500,-0.2500,0.0625,812.012,17.974,544.293,12.048
50,-40,12.5,0.2500,-0.2000,0.0625,1061.616,23.499,697.621,15.442
50,-25,12.5,0.2500,-0.1250,0.0625,1219.874,27.002,785.865,17.395
50,0,12.5,0.2500,0.0000,0.0625,2454.154,54.323,1157.052,25.611
50,25,12.5,0.2500,0.1250,0.0625,1142.945,25.299,770.399,17.053
50,40,12.5,0.2500,0.2000,0.0625,1021.434,22.609,646.614,14.313
50,50,12.5,0.2500,0.2500,0.0625,735.626,16.283,526.827,11.661
50,60,12.5,0.2500,0.3000,0.0625,402.816,8.916,426.107,9.432
50,75,12.5,0.2500,0.3750,0.0625,181.086,4.008,265.994,5.888
50,100,12.5,0.2500,0.5000,0.0625,61.143,1.353,114.609,2.537
50,125,12.5,0.2500,0.6250,0.0625,30.699,0.680,88.662,1.963
50,150,12.5,0.2500,0.7500,0.0625,10.867,0.241,39.294,0.870
50,200,12.5,0.2500,1.0000,0.0625,1.559,0.035,10.554,0.234
75,-200,12.5,0.3750,-1.0000,0.0625,2.846,0.063,14.190,0.314
75,-150,12.5,0.3750,-0.7500,0.0625,29.000,0.642,65.686,1.454
75,-125,12.5,0.3750,-0.6250,0.0625,65.461,1.449,101.548,2.248
75,-100,12.5,0.3750,-0.5000,0.0625,109.231,2.418,161.778,3.581
75,-75,12.5,0.3750,-0.3750,0.0625,224.373,4.967,248.264,5.495
75,-60,12.5,0.3750,-0.3000,0.0625,393.879,8.719,375.749,8.317
75,-50,12.5,0.3750,-0.2500,0.0625,541.324,11.982,466.318,10.322
75,-40,12.5,0.3750,-0.2000,0.0625,628.746,13.917,530.270,11.738
75,-25,12.5,0.3750,-0.1250,0.0625,655.416,14.508,531.074,11.755
75,0,12.5,0.3750,0.0000,0.0625,574.640,12.720,443.142,9.809
75,25,12.5,0.3750,0.1250,0.0625,688.947,15.250,534.060,11.821
75,40,12.5,0.3750,0.2000,0.0625,686.580,15.197,517.035,11.445
75,50,12.5,0.3750,0.2500,0.0625,587.368,13.001,460.987,10.204
75,60,12.5,0.3750,0.3000,0.0625,385.318,8.529,355.012,7.858
75,75,12.5,0.3750,0.3750,0.0625,212.803,4.710,276.754,6.126
75,100,12.5,0.3750,0.5000,0.0625,94.871,2.100,164.054,3.631
75,125,12.5,0.3750,0.6250,0.0625,38.259,0.847,89.170,1.974
75,150,12.5,0.3750,0.7500,0.0625,21.234,0.470,64.257,1.422
75,200,12.5,0.3750,1.0000,0.0625,1.876,0.042,12.834,0.284
100,-200,12.5,0.5000,-1.0000,0.0625,8.020,0.178,28.646,0.634
100,-150,12.5,0.5000,-0.7500,0.0625,33.781,0.748,66.179,1.465
100,-125,12.5,0.5000,-0.6250,0.0625,70.324,1.557,117.149,2.593
100,-100,12.5,0.5000,-0.5000,0.0625,113.385,2.510,153.878,3.406
100,-75,12.5,0.5000,-0.3750,0.0625,195.717,4.332,192.189,4.254
100,-60,12.5,0.5000,-0.3000,0.0625,317.346,7.024,283.786,6.282
100,-50,12.5,0.5000,-0.2500,0.0625,394.565,8.734,341.093,7.550
100,-40,12.5,0.5000,-0.2000,0.0625,452.679,10.020,357.733,7.918
100,-25,12.5,0.5000,-0.1250,0.0625,489.189,10.828,425.641,9.422
100,0,12.5,0.5000,0.0000,0.0625,433.656,9.599,327.026,7.239
100,25,12.5,0.5000,0.1250,0.0625,547.102,12.110,421.885,9.338
100,40,12.5,0.5000,0.2000,0.0625,487.879,10.799,385.217,8.527
100,50,12.5,0.5000,0.2500,0.0625,443.100,9.808,374.846,8.297
100,60,12.5,0.5000,0.3000,0.0625,325.518,7.205,307.176,6.799
100,75,12.5,0.5000,0.3750,0.0625,192.190,4.254,218.497,4.836
100,100,12.5,0.5000,0.5000,0.0625,88.149,1.951,123.744,2.739
100,125,12.5,0.5000,0.6250,0.0625,51.752,1.146,109.262,2.419
100,150,12.5,0.5000,0.7500,0.0625,29.086,0.644,71.252,1.577
100,200,12.5,0.5000,1.0000,0.0625,3.030,0.067,17.346,0.384
150,-200,12.5,0.7500,-1.0000,0.0625,12.470,0.276,30.869,0.683
150,-150,12.5,0.7500,-0.7500,0.0625,36.282,0.803,59.697,1.321
150,-125,12.5,0.7500,-0.6250,0.0625,73.471,1.626,101.361,2.244
150,-100,12.5,0.7500,-0.5000,0.0625,110.583,2.448,127.718,2.827
150,-75,12.5,0.7500,-0.3750,0.0625,187.057,4.141,172.817,3.825
150,-60,12.5,0.7500,-0.3000,0.0625,226.027,5.003,194.196,4.299
150,-50,12.5,0.7500,-0.2500,0.0625,251.544,5.568,219.354,4.855
150,-40,12.5,0.7500,-0.2000,0.0625,266.484,5.899,223.510,4.947
150,-25,12.5,0.7500,-0.1250,0.0625,315.674,6.987,264.733,5.860
150,0,12.5,0.7500,0.0000,0.0625,343.043,7.593,274.954,6.086
150,25,12.5,0.7500,0.1250,0.0625,305.671,6.766,238.210,5.273
150,40,12.5,0.7500,0.2000,0.0625,275.991,6.109,211.788,4.688
150,50,12.5,0.7500,0.2500,0.0625,256.504,5.678,204.595,4.529
150,60,12.5,0.7500,0.3000,0.0625,238.232,5.273,200.153,4.430
150,75,12.5,0.7500,0.3750,0.0625,176.120,3.898,182.684,4.044
150,100,12.5,0.7500,0.5000,0.0625,106.681,2.361,137.896,3.052
150,125,12.5,0.7500,0.6250,0.0625,57.369,1.270,94.974,2.102
150,150,12.5,0.7500,0.7500,0.0625,36.646,0.811,79.062,1.750
150,200,12.5,0.7500,1.0000,0.0625,9.209,0.204,31.143,0.689
200,-200,12.5,1.0000,-1.0000,0.0625,16.953,0.375,37.183,0.823
200,-150,12.5,1.0000,-0.7500,0.0625,48.920,1.083,67.019,1.483
200,-125,12.5,1.0000,-0.6250,0.0625,78.408,1.736,91.842,2.033
200,-100,12.5,1.0000,-0.5000,0.0625,119.704,2.650,109.407,2.422
200,-75,12.5,1.0000,-0.3750,0.0625,154.001,3.409,124.319,2.752
200,-60,12.5,1.0000,-0.3000,0.0625,179.608,3.976,141.634,3.135
200,-50,12.5,1.0000,-0.2500,0.0625,197.359,4.369,156.576,3.466
200,-40,12.5,1.0000,-0.2000,0.0625,203.349,4.501,162.666,3.601
200,-25,12.5,1.0000,-0.1250,0.0625,213.158,4.718,158.335,3.505
200,0,12.5,1.0000,0.0000,0.0625,197.732,4.377,140.181,3.103
200,25,12.5,1.0000,0.1250,0.0625,214.572,4.750,162.977,3.607
200,40,12.5,1.0000,0.2000,0.0625,218.565,4.838,162.032,3.587
200,50,12.5,1.0000,0.2500,0.0625,212.184,4.697,160.619,3.555
200,60,12.5,1.0000,0.3000,0.0625,169.110,3.743,142.830,3.162
200,75,12.5,1.0000,0.3750,0.0625,157.924,3.496,135.593,3.001
200,100,12.5,1.0000,0.5000,0.0625,95.248,2.108,100.689,2.229
200,125,12.5,1.0000,0.6250,0.0625,56.693,1.255,73.921,1.636
200,150,12.5,1.0000,0.7500,0.0625,33.241,0.736,63.534,1.406
200,200,12.5,1.0000,1.0000,0.0625,12.947,0.287,34.283,0.759
250,-200,12.5,1.2500,-1.0000,0.0625,22.743,0.503,41.594,0.921
250,-150,12.5,1.2500,-0.7500,0.0625,56.221,1.244,64.633,1.431
250,-125,12.5,1.2500,-0.6250,0.0625,73.012,1.616,70.281,1.556
250,-100,12.5,1.2500,-0.5000,0.0625,106.947,2.367,88.634,1.962
250,-75,12.5,1.2500,-0.3750,0.0625,129.292,2.862,108.714,2.406
250,-60,12.5,1.2500,-0.3000,0.0625,145.418,3.219,109.570,2.425
250,-50,12.5,1.2500,-0.2500,0.0625,145.156,3.213,106.679,2.361
250,-40,12.5,1.2500,-0.2000,0.0625,165.100,3.654,119.939,2.655
250,-25,12.5,1.2500,-0.1250,0.0625,167.686,3.712,118.782,2.629
250,0,12.5,1.2500,0.0000,0.0625,168.783,3.736,120.444,2.666
250,25,12.5,1.2500,0.1250,0.0625,161.612,3.577,110.936,2.456
250,40,12.5,1.2500,0.2000,0.0625,165.188,3.656,117.121,2.592
250,50,12.5,1.2500,0.2500,0.0625,152.739,3.381,110.948,2.456
250,60,12.5,1.2500,0.3000,0.0625,147.612,3.267,111.702,2.473
250,75,12.5,1.2500,0.3750,0.0625,136.013,3.011,112.116,2.482
250,100,12.5,1.2500,0.5000,0.0625,90.353,2.000,90.042,1.993
250,125,12.5,1.2500,0.6250,0.0625,64.919,1.437,79.442,1.758
250,150,12.5,1.2500,0.7500,0.0625,45.089,0.998,66.250,1.466
250,200,12.5,1.2500,1.0000,0.0625,15.874,0.351,38.636,0.855
300,-200,12.5,1.5000,-1.0000,0.0625,25.885,0.573,41.177,0.911
300,-150,12.5,1.5000,-0.7500,0.0625,50.409,1.116,53.244,1.179
300,-125,12.5,1.5000,-0.6250,0.0625,77.062,1.706,67.755,1.500
300,-100,12.5,1.5000,-0.5000,0.0625,93.362,2.067,70.326,1.557
300,-75,12.5,1.5000,-0.3750,0.0625,109.943,2.434,78.659,1.741
300,-60,12.5,1.5000,-0.3000,0.0625,122.592,2.714,82.150,1.818
300,-50,12.5,1.5000,-0.2500,0.0625,124.596,2.758,86.150,1.907
300,-40,12.5,1.5000,-0.2000,0.0625,125.370,2.775,86.138,1.907
300,-25,12.5,1.5000,-0.1250,0.0625,137.224,3.037,86.002,1.904
300,0,12.5,1.5000,0.0000,0.0625,126.358,2.797,77.143,1.708
300,25,12.5,1.5000,0.1250,0.0625,125.959,2.788,78.260,1.732
300,40,12.5,1.5000,0.2000,0.0625,134.126,2.969,88.339,1.955
300,50,12.5,1.5000,0.2500,0.0625,124.636,2.759,92.811,2.054
300,60,12.5,1.5000,0.3000,0.0625,125.275,2.773,81.802,1.811
300,75,12.5,1.5000,0.3750,0.0625,111.804,2.475,88.318,1.955
300,100,12.5,1.5000,0.5000,0.0625,87.006,1.926,71.998,1.594
300,125,12.5,1.5000,0.6250,0.0625,66.808,1.479,70.475,1.560
300,150,12.5,1.5000,0.7500,0.0625,43.290,0.958,54.563,1.208
300,200,12.5,1.5000,1.0000,0.0625,17.380,0.385,35.368,0.783
400,-200,12.5,2.0000,-1.0000,0.0625,32.280,0.715,35.249,0.780
400,-150,12.5,2.0000,-0.7500,0.0625,49.969,1.106,46.380,1.027
400,-125,12.5,2.0000,-0.6250,0.0625,64.347,1.424,49.569,1.097
400,-100,12.5,2.0000,-0.5000,0.0625,79.518,1.760,51.273,1.135
400,-75,12.5,2.0000,-0.3750,0.0625,84.712,1.875,54.355,1.203
400,-60,12.5,2.0000,-0.3000,0.0625,91.231,2.019,56.764,1.256
400,-50,12.5,2.0000,-0.2500,0.0625,92.750,2.053,54.530,1.207
400,-40,12.5,2.0000,-0.2000,0.0625,103.140,2.283,61.317,1.357
400,-25,12.5,2.0000,-0.1250,0.0625,104.634,2.316,64.857,1.436
400,0,12.5,2.0000,0.0000,0.0625,100.719,2.229,61.585,1.363
400,25,12.5,2.0000,0.1250,0.0625,103.688,2.295,60.711,1.344
400,40,12.5,2.0000,0.2000,0.0625,98.100,2.171,59.923,1.326
400,50,12.5,2.0000,0.2500,0.0625,93.038,2.059,57.591,1.275
400,60,12.5,2.0000,0.3000,0.0625,94.168,2.084,67.277,1.489
400,75,12.5,2.0000,0.3750,0.0625,88.954,1.969,65.604,1.452
400,100,12.5,2.0000,0.5000,0.0625,71.783,1.589,55.162,1.221
400,125,12.5,2.0000,0.6250,0.0625,58.277,1.290,55.194,1.222
400,150,12.5,2.0000,0.7500,0.0625,43.710,0.968,47.641,1.055
400,200,12.5,2.0000,1.0000,0.0625,22.758,0.504,32.654,0.723